Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Team_Worker,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
5,0,10,2,Yes,Yes,Practice Exam for Scrum.org PSPO I Certification,Entrepreneurship & Startups,6,3,Toy and amusement design,Developer,Remote,Yes,Biography,Management,Hard,Yes,Yes,Developer
10,4,7,1,Yes,No,Guide to Project Management and PMI-PMP Certification Exam,Mechanical Engineering Workshop,10,8,Deontic logic,Developer,Remote,Yes,Biography,Technical,Hard,No,No,Developer
6,3,1,1,No,Yes,Talend Data Integration Certification Preparation training,Web Development Masterclass,3,3,Health psychology,Developer,Remote,No,Biography,Technical,Smart,Yes,No,Developer
6,5,5,7,Yes,Yes,Preparing for the SAS® Viya® Programming Certification Exam,Podcasting & Audio Production,1,8,Environmental archaeology,Developer,Remote,Yes,Fiction,Management,Smart,Yes,No,Developer
3,5,3,4,No,Yes,Scrum Master Certification Exam Preparation,Mobile App Development,8,8,Limnology,Developer,Remote,Yes,Fiction,Management,Hard,Yes,Yes,Developer
5,3,4,5,Yes,Yes,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,UI/UX Design Fundamentals,9,5,Conservation science,Developer,Remote,No,Self-Help,Management,Hard,Yes,No,Developer
7,2,1,4,Yes,Yes,Foundations of SHRM Certification,DevOps CI/CD Pipelines,1,6,New cybernetics,Developer,Remote,No,Fiction,Technical,Smart,Yes,No,Developer
10,3,3,5,No,Yes,Talend Data Integration Certification Preparation training,Game Development with Unity,10,6,Bariatric surgery,Developer,Remote,Yes,Fiction,Technical,Smart,Yes,No,Developer
10,1,5,6,Yes,No,Practice Exam for CompTIA ITF+ Certification,Cybersecurity Fundamentals,5,3,Critical sociology,Developer,Remote,Yes,Self-Help,Technical,Hard,Yes,Yes,Developer
9,0,10,3,No,No,Foundations of SHRM Certification,Database Management with SQL,3,3,Living systems theory,Developer,Remote,Yes,Self-Help,Technical,Smart,Yes,No,Developer
5,3,4,9,No,Yes,Foundations of SHRM Certification,Data Science with Python,3,5,Sea,Developer,Remote,Yes,Non-Fiction,Technical,Smart,Yes,Yes,Developer
7,4,2,1,Yes,Yes,Meta Marketing Science Certification Exam,UI/UX Design Fundamentals,10,5,Recreation ecology,Developer,Remote,No,Self-Help,Technical,Hard,No,Yes,Developer
2,4,4,8,No,Yes,Agile Scrum Master Certification Exam Prep (CSM),Full-Stack Development,3,5,Incomes policy,Developer,Remote,No,Self-Help,Technical,Smart,Yes,No,Developer
4,5,3,10,Yes,Yes,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Personal Branding & Social Media,10,5,Food studies,Developer,Remote,Yes,Non-Fiction,Management,Hard,No,Yes,Developer
1,3,7,2,No,No,Lean Management: Just-In-Time Training and Certification,Personal Branding & Social Media,6,8,Dynamical systems,Developer,Remote,Yes,Non-Fiction,Technical,Hard,Yes,Yes,Developer
5,1,6,3,No,Yes,Endpoints and Systems,Node.js & Backend Development,5,3,Natural product chemistry,Developer,Remote,No,Non-Fiction,Technical,Hard,Yes,Yes,Developer
2,5,5,3,Yes,No,Career Self-Management Advanced Certification,Web Development Masterclass,1,4,Athletic training,Developer,Remote,Yes,Fiction,Technical,Smart,Yes,No,Developer
7,2,5,2,No,No,Preparing for the SAS Programming Certification Exam ,Internet of Things (IoT) Basics,1,8,Naval tactics,Developer,Remote,Yes,Fiction,Technical,Hard,Yes,No,Developer
5,5,5,4,No,No,Career Self-Management Advanced Certification,Mobile App Development,8,2,Chaos theory,Developer,Remote,Yes,Biography,Technical,Smart,Yes,No,Developer
4,2,1,6,Yes,No,Michigan Sport-Related Concussion Training Certification ,Digital Marketing Crash Course,7,1,Ethnoarchaeology,Developer,Remote,No,Self-Help,Technical,Hard,Yes,Yes,Developer
4,5,6,10,Yes,No,Renew your CBRS Professional Installer certification,ReactJS & Modern Web Apps,5,8,Sociology of conflict,Developer,Remote,No,Non-Fiction,Technical,Smart,Yes,Yes,Developer
8,5,2,2,Yes,Yes,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Networking & Ethical Hacking,8,1,Information retrieval,Developer,Remote,Yes,Fiction,Management,Smart,Yes,No,Developer
8,0,1,8,No,No,Ansible for Network Automation,UI/UX Design Fundamentals,10,3,Bioethics,Developer,Remote,No,Biography,Technical,Smart,No,Yes,Developer
2,1,10,8,No,Yes,Ansible for Network Automation,Cloud Computing Essentials,8,2,Sexology,Developer,Remote,Yes,Self-Help,Technical,Hard,No,Yes,Developer
2,1,10,6,Yes,Yes,Ansible for Network Automation,Web Development Masterclass,8,4,Physical education/Sports coaching,Developer,Remote,No,Non-Fiction,Management,Hard,No,No,Developer
8,3,1,9,Yes,No,Scrum Master Certification Exam Preparation,Python for Beginners,5,8,Stochastic processes,Developer,Remote,No,Self-Help,Technical,Smart,Yes,Yes,Developer
7,1,5,1,No,No,Scrum Master Certification: Scrum Methodologies,Mechanical Engineering Workshop,4,3,Pharmacy,Developer,Remote,Yes,Self-Help,Technical,Smart,Yes,No,Developer
9,0,8,1,No,Yes,Prepare for the EMT Certification Test,Personal Branding & Social Media,3,5,Mathematical statistics,Developer,Remote,No,Fiction,Management,Smart,Yes,Yes,Developer
4,1,4,3,No,No,Threat Response,3D Printing & Prototyping,1,9,Physical education / Pedagogy,Developer,Remote,Yes,Non-Fiction,Technical,Smart,Yes,Yes,Developer
3,5,1,3,No,Yes,Michigan Sport-Related Concussion Training Certification ,Blockchain for Beginners,8,3,Sociolinguistics,Developer,Remote,No,Self-Help,Management,Smart,Yes,No,Developer
5,5,5,6,No,Yes,Data Security,Cloud DevOps with AWS & Azure,6,2,Sociology of deviance,Developer,Remote,No,Non-Fiction,Management,Smart,No,No,Developer
2,2,1,5,Yes,No,Lean Management: Just-In-Time Training and Certification,Mechanical Engineering Workshop,1,4,"Aerospace engineering
Aeronautics
Astronautics",Developer,Remote,No,Fiction,Technical,Smart,No,No,Developer
3,1,8,5,Yes,No,Renew your CBRS Professional Installer certification,Networking & Ethical Hacking,5,3,Relativistic astrophysics,Developer,Remote,Yes,Biography,Management,Hard,No,No,Developer
9,5,3,2,Yes,No,Scrum Master Certification: Scrum Methodologies,Cybersecurity Fundamentals,9,6,Parasitology,Developer,Remote,Yes,Fiction,Management,Smart,Yes,Yes,Developer
3,5,10,5,No,No,Agile Product Owner Level 1 – Certification & Mock Exams,Blockchain for Beginners,2,9,Victimology,Developer,Remote,Yes,Self-Help,Technical,Hard,No,No,Developer
6,4,5,9,No,No,Renew your CBRS Professional Installer certification,Mechanical Engineering Workshop,5,10,Parasitology,Developer,Remote,Yes,Self-Help,Management,Smart,No,No,Developer
7,2,9,4,No,No,AWS Database Specialty Certification,Python for Beginners,9,9,Social capital,Developer,Remote,Yes,Biography,Management,Smart,No,No,Developer
3,0,10,10,No,No,Preparing for the SAS Programming Certification Exam ,Soft Skills & Leadership,4,6,Word usage,Developer,Remote,Yes,Biography,Management,Hard,Yes,Yes,Developer
9,4,1,5,Yes,No,Circular Product Design Frameworks and Certifications,Robotics & Automation,5,4,Cosmic-ray astronomy,Developer,Remote,Yes,Non-Fiction,Technical,Smart,No,No,Developer
7,5,2,7,No,Yes,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Game Development with Unity,8,3,Cognitive anthropology,Developer,Remote,Yes,Non-Fiction,Management,Smart,Yes,Yes,Developer
2,0,1,4,No,No,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Soft Skills & Leadership,6,5,"Combinatorics (outline)
Coding theory",Developer,Remote,No,Biography,Technical,Hard,No,Yes,Developer
7,4,6,1,No,Yes,Foundations of SHRM Certification,Game Development with Unity,8,8,Word usage,Developer,Remote,No,Biography,Management,Smart,No,No,Developer
7,3,10,1,No,No,Preparing for and Passing Technical Certifications,Excel for Data Analysis,7,2,Neuroanthropology,Developer,Remote,No,Self-Help,Management,Hard,No,Yes,Developer
1,2,4,3,No,No,Program Management: Prepare for PMI-PgMP Certification Exam,Blockchain for Beginners,1,9,Emergency management,Developer,Remote,No,Self-Help,Management,Hard,No,No,Developer
2,3,9,5,No,Yes,Prepare for the Meta Marketing Science Certification Exam,Web Development Masterclass,7,10,Microsociology,Developer,Remote,No,Non-Fiction,Management,Hard,Yes,No,Developer
1,2,10,10,Yes,No,Practice Exam for Scrum.org PSPO I Certification,Cloud DevOps with AWS & Azure,2,2,Community psychology,Developer,Remote,No,Self-Help,Management,Hard,No,Yes,Developer
10,0,8,7,Yes,Yes,Practice Exam for CAPM Certification,Cyber Forensics & Incident Response,10,7,Chaos theory,Developer,Remote,Yes,Fiction,Technical,Smart,Yes,No,Developer
2,3,9,1,Yes,Yes,Practice Exam for CAPM Certification,Mechanical Engineering Workshop,1,5,Maneuver,Developer,Remote,No,Self-Help,Technical,Smart,No,Yes,Developer
3,2,8,2,No,Yes,Ansible for Network Automation,AI & Machine Learning Bootcamp,1,1,Public policy,Developer,Remote,No,Biography,Technical,Smart,No,No,Developer
10,2,10,7,No,Yes,Introduction to Network Automation,Public Speaking & Communication,2,7,Fuzzy logic,Developer,Remote,No,Self-Help,Management,Smart,No,No,Developer
5,2,4,6,Yes,Yes,Circular Product Design Frameworks and Certifications,Photography & Video Editing,6,6,Experimental archaeology,Developer,Remote,Yes,Self-Help,Management,Smart,Yes,Yes,Developer
4,2,1,10,Yes,Yes,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Node.js & Backend Development,5,2,Space tourism,Developer,Remote,No,Self-Help,Management,Hard,No,Yes,Developer
7,2,8,4,Yes,No,Practice Exam for CAPM Certification,Public Speaking & Communication,5,7,New Testament Greek,Developer,Remote,No,Biography,Technical,Smart,No,Yes,Developer
9,1,4,2,No,Yes,Endpoints and Systems,Internet of Things (IoT) Basics,2,5,Type design,Developer,Remote,No,Biography,Management,Hard,Yes,Yes,Developer
6,3,2,4,Yes,No,Career Self-Management Advanced Certification,Stock Market & Trading Workshop,8,2,Biophysics (outline),Developer,Remote,No,Biography,Management,Hard,No,Yes,Developer
3,3,7,8,Yes,Yes,Guide to Project Management and PMI-PMP Certification Exam,Robotics & Automation,6,1,Islamic law,Developer,Remote,Yes,Biography,Management,Smart,No,No,Developer
4,3,5,3,No,Yes,Prepare for the Meta Marketing Science Certification Exam,Blockchain for Beginners,8,2,Soil physics,Developer,Remote,No,Fiction,Technical,Smart,No,Yes,Developer
8,0,5,8,Yes,Yes,Practice Test for CompTIA Data+ Certification,Database Management with SQL,3,9,Aquaponics,Developer,Remote,Yes,Self-Help,Management,Hard,Yes,No,Developer
6,3,2,1,Yes,No,Career Self-Management Advanced Certification,Internet of Things (IoT) Basics,9,7,Demography,Developer,Remote,No,Biography,Technical,Smart,No,No,Developer
5,2,10,3,Yes,Yes,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,Database Management with SQL,2,6,Woodcraft,Developer,Remote,No,Fiction,Technical,Hard,No,No,Developer
10,0,9,9,No,Yes,Prepare for the Meta Marketing Science Certification Exam,Python for Beginners,6,10,Experimental psychology,Developer,Remote,No,Self-Help,Technical,Hard,Yes,Yes,Developer
8,2,4,4,Yes,Yes,Lean Management: Just-In-Time Training and Certification,Node.js & Backend Development,2,8,Near Eastern archaeology,Developer,Remote,Yes,Biography,Technical,Hard,No,Yes,Developer
2,5,1,3,Yes,No,Career Self-Management Advanced Certification,Business Analytics & Excel,10,2,Continental philosophy,Developer,Remote,No,Biography,Technical,Hard,Yes,Yes,Developer
1,3,7,3,No,No,Renew your CBRS Professional Installer certification,SEO & Content Marketing,6,7,Oomoto,Developer,Remote,No,Non-Fiction,Management,Hard,No,No,Developer
7,4,6,7,No,Yes,Google Ads Search Certification Preparation,Robotics & Automation,5,10,Music archaeology,Developer,Remote,Yes,Biography,Management,Hard,Yes,No,Developer
10,0,9,7,No,Yes,Threat Investigation,AR & VR Workshop,3,7,Feminist philosophy,Developer,Remote,Yes,Self-Help,Management,Hard,Yes,No,Developer
6,5,9,1,Yes,Yes,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,SEO & Content Marketing,4,9,Singing,Developer,Remote,Yes,Non-Fiction,Management,Smart,Yes,Yes,Developer
7,5,6,9,No,No,Program Management: Prepare for PMI-PgMP Certification Exam,Finance & Investment Basics,5,5,Paleopathology,Developer,Remote,No,Fiction,Technical,Smart,No,No,Developer
1,5,3,2,Yes,Yes,Using APIs for Network Automation,Embedded Systems Workshop,5,5,Scandinavian studies,Developer,Remote,No,Self-Help,Management,Smart,Yes,No,Developer
3,1,9,7,No,No,Mastering SHRM Certification,Digital Marketing Crash Course,1,1,Food pairing,Developer,Remote,No,Self-Help,Technical,Hard,No,Yes,Developer
2,1,5,2,No,No,Practical SAS Programming and Certification Review,AR & VR Workshop,10,6,Mythology,Developer,Remote,No,Self-Help,Management,Smart,No,Yes,Developer
6,0,9,9,No,No,Mastering SHRM Certification,3D Printing & Prototyping,2,2,Philosophy of religion,Developer,Remote,No,Biography,Management,Smart,Yes,Yes,Developer
2,3,8,7,Yes,Yes,Practice Exam for CompTIA ITF+ Certification,Cyber Forensics & Incident Response,9,4,Social choice theory,Developer,Remote,Yes,Fiction,Management,Hard,No,Yes,Developer
5,3,3,9,No,No,Threat Investigation,Database Management with SQL,1,2,Real options analysis,Developer,Remote,No,Non-Fiction,Technical,Hard,No,No,Developer
3,1,7,10,No,No,Lean Management: Just-In-Time Training and Certification,UI/UX Design Fundamentals,5,1,Virtue ethics,Developer,Remote,No,Biography,Management,Hard,No,Yes,Developer
5,5,7,6,No,No,DevOps for Network Automation (NetDevOps),Creative Writing & Blogging,7,8,Disaster response,Developer,Remote,No,Fiction,Management,Hard,No,No,Developer
9,0,7,8,Yes,Yes,Threat Investigation,Mechanical Engineering Workshop,5,1,Biogeography,Developer,Remote,Yes,Non-Fiction,Management,Smart,Yes,No,Developer
6,2,2,10,Yes,Yes,Practice Exam for CAPM Certification,Cybersecurity Fundamentals,1,4,Music theory,Developer,Remote,Yes,Biography,Technical,Hard,No,No,Developer
4,2,6,4,No,No,Meta Marketing Science Certification Exam,Quantum Computing Introduction,2,8,Undercover,Developer,Remote,Yes,Non-Fiction,Technical,Smart,No,No,Developer
9,2,4,9,Yes,Yes,Agile Scrum Master Certification Exam Prep (CSM),Kubernetes & Docker Hands-On,8,1,Fiction writing  (outline),Developer,Remote,Yes,Self-Help,Technical,Smart,No,Yes,Developer
2,2,7,5,Yes,Yes,Agile Product Owner Level 1 – Certification & Mock Exams,Mechanical Engineering Workshop,8,4,Defensive,Developer,Remote,Yes,Fiction,Management,Smart,Yes,No,Developer
3,2,5,6,No,Yes,Business Analysis: Preparation Exam for ECBA Certification,Cloud Computing Essentials,8,7,Volcanology,Developer,Remote,Yes,Fiction,Management,Smart,No,Yes,Developer
7,4,2,2,No,Yes,Preparing for the SAS® Viya® Programming Certification Exam,Graphic Design with Adobe Suite,3,1,Sterilization (microbiology),Developer,Remote,Yes,Self-Help,Management,Hard,No,No,Developer
6,1,9,2,Yes,No,Practice Test for CompTIA Data+ Certification,Quantum Computing Introduction,5,4,Culinary arts,Developer,Remote,Yes,Biography,Technical,Hard,Yes,Yes,Developer
10,1,8,1,Yes,Yes,Program Management: Prepare for PMI-PgMP Certification Exam,SEO & Content Marketing,9,5,Collection management,Developer,Remote,Yes,Fiction,Technical,Smart,Yes,Yes,Developer
9,0,3,8,Yes,Yes,Career Self-Management Advanced Certification,Networking & Ethical Hacking,8,7,Relativistic dynamics,Developer,Remote,No,Biography,Technical,Smart,Yes,No,Developer
7,0,7,3,Yes,Yes,Threat Investigation,UI/UX Design Fundamentals,10,3,Outdoor activity,CRMA Per Diem PRN,Remote,Yes,Self-Help,Management,Hard,No,Yes,Software Engineer--US Citizens/Green Card Only
4,3,5,1,Yes,No,Agile Scrum Master Certification Exam Prep (CSM),Blockchain for Beginners,1,10,Business economics,Senior Director of Finance,Remote,No,Self-Help,Management,Smart,No,Yes,Homes.com
5,2,4,1,No,No,Preparing for the SAS® Viya® Programming Certification Exam,Podcasting & Audio Production,2,9,Experimental psychology,OR Equipment Tech,Remote,Yes,Non-Fiction,Management,Smart,No,Yes,Financial Analyst (Healthcare Required )
9,5,4,4,Yes,No,Prepare for the Meta Marketing Science Certification Exam,Kubernetes & Docker Hands-On,4,3,Aztec history,Vice President Finance,Remote,Yes,Self-Help,Technical,Hard,Yes,Yes,Homes.com
1,1,7,2,No,No,Renew your CBRS Professional Installer certification,ReactJS & Modern Web Apps,7,4,Sterilization (microbiology),"AVP Tech, Software Development",Remote,Yes,Biography,Technical,Smart,Yes,Yes,CRMA Per Diem PRN
2,4,5,4,Yes,No,Scrum Master Certification Practice,Finance & Investment Basics,3,2,Vaccination policy,"Associate, Finance & Strategy",Remote,No,Non-Fiction,Management,Smart,Yes,Yes,Certified Medication Aide CMA Per Diem PRN
6,3,4,2,No,No,Preparing for the SAS Programming Certification Exam ,Digital Marketing Crash Course,8,8,Assyriology,Contract Financial Analyst  (Healthcare Hospital Required),Remote,No,Biography,Management,Hard,Yes,No,CRMA Per Diem PRN
7,0,2,10,No,Yes,Practice Exam for Scrum.org PSM I Certification,Linux Administration Basics,3,4,Semantics,Software and AI/ML 2025,Remote,No,Self-Help,Management,Hard,Yes,No,Data Engineer AI/ML (Multi-levels Mid-Sr)
7,2,2,9,Yes,No,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,Robotics & Automation,2,5,Social phenomenon,"Technology Jobs in Newark, United States",Remote,Yes,Fiction,Management,Smart,Yes,Yes,REPUBLICAN ARTIFICIAL INTELLIGENCE COUNSEL
10,1,2,6,Yes,No,Lean Management: Just-In-Time Training and Certification,Entrepreneurship & Startups,2,6,Art school,Insurance Sales Rep-Medicare Advantage,Remote,Yes,Self-Help,Management,Hard,No,Yes,"Lead, Systems Engineer"
3,1,9,4,Yes,Yes,OKR Certification: Leadership and Goal Setting,DevOps CI/CD Pipelines,8,9,Molecular engineering,Technical Support Engineering,Remote,Yes,Biography,Management,Hard,No,Yes,Senior Cloud Engineer (SD/TX/DC)
7,3,7,9,No,Yes,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,Freelancing & Remote Work,5,3,Museology,Certified Medication Aide CMA Per Diem PRN,Remote,No,Biography,Management,Smart,No,Yes,AI/ML Software Engineer
4,2,10,10,No,Yes,Network Security,AI & Machine Learning Bootcamp,4,2,Educational psychology,Certified Medication Aide CMA Per Diem PRN,Remote,No,Biography,Technical,Hard,No,Yes,"AI Engineer, Junior"
3,5,6,2,Yes,No,Lean Management: Just-In-Time Training and Certification,Penetration Testing & Bug Bounty,8,3,Ancient Egyptian history (outline),Sr. DevOps Engineer,Remote,Yes,Fiction,Management,Hard,Yes,Yes,Policy Director
9,0,8,6,No,No,Mastering SHRM Certification,Web Development Masterclass,6,5,Doxastic logic,Certified Medication Aide CMA Per Diem PRN,Remote,Yes,Biography,Technical,Smart,No,Yes,Medical Assistant (McLean)
6,0,2,5,Yes,No,DevOps for Network Automation (NetDevOps),Game Development with Unity,7,7,Law enforcement (outline),Director Finance Business Partner,Remote,Yes,Self-Help,Technical,Smart,No,No,Registered Nurse
6,2,9,1,Yes,Yes,AWS Database Specialty Certification,Digital Marketing Crash Course,10,3,Quantitative psychology,Senior Cloud Engineer (SD/TX/DC),Remote,No,Self-Help,Technical,Smart,Yes,No,"Technology Jobs in Newark, United States"
3,5,10,3,No,No,Practice Exam for Certified Scrum Master (CSM) Certification,Business Analytics & Excel,8,5,"Category theory
Topos theory",Endoscopy Tech II,Remote,No,Self-Help,Technical,Smart,No,No,Senior Cloud Engineer (SD/TX/DC)
4,4,8,7,Yes,Yes,Network Security,SEO & Content Marketing,1,6,Culinary tourism,Software and AI/ML 2025,Remote,No,Fiction,Management,Hard,No,No,"Technology Jobs in Newark, United States"
8,0,3,10,No,Yes,Practice Exam for CompTIA ITF+ Certification,Cybersecurity Fundamentals,4,7,Academic genealogy,"Senior Software Engineer, Back End",Remote,Yes,Biography,Technical,Hard,No,No,Travel Nurse RN
10,0,3,10,No,No,Practice Test for CompTIA Data+ Certification,Stock Market & Trading Workshop,9,4,Paleopathology,AI/ML Software Engineer,Remote,No,Biography,Management,Hard,Yes,Yes,"Mechanical Engineer V, Instrument Design"
4,2,6,2,Yes,Yes,Career Self-Management Advanced Certification,Google Cloud Certification Prep,8,1,Stellar evolution,Certified Medication Aide CMA Per Diem PRN,Remote,No,Self-Help,Technical,Smart,No,No,CRMA Per Diem PRN
3,0,1,2,Yes,Yes,Preparing for the SAS Programming Certification Exam ,Java Programming Workshop,10,10,Digital anthropology,Program Finance Specialist,Remote,Yes,Biography,Management,Hard,Yes,No,"AVP Tech, Software Development"
3,5,1,5,Yes,Yes,Scrum Master Certification: Scrum Methodologies,Blockchain for Beginners,1,3,Archaeo-optics,Special Projects Finance Analyst,Remote,Yes,Biography,Management,Smart,No,Yes,Software Engineer [$303k/yr] TS/SCI FS-Poly Jobs
1,4,6,4,Yes,No,Scrum Master Certification Exam Preparation,DevOps CI/CD Pipelines,2,8,Approximation theory,AI Software Engineer,Remote,No,Non-Fiction,Management,Smart,Yes,Yes,AI/ML Software Engineer
6,0,3,2,Yes,No,Using APIs for Network Automation,SEO & Content Marketing,3,6,Molecular anthropology,Agile Development Sr.,Remote,No,Fiction,Technical,Smart,No,No,"Staff Software Engineer, iOS App Development"
10,4,2,2,No,No,Practice Exam for CompTIA ITF+ Certification,DevOps CI/CD Pipelines,6,4,Interlibrary loan,"Associate, Finance & Strategy",Remote,Yes,Non-Fiction,Management,Smart,Yes,Yes,Occupational Therapy Assistant
5,2,3,8,Yes,Yes,Mastering SHRM Certification,Business Analytics & Excel,1,3,Ethnobotany,CRMA Per Diem PRN,Remote,Yes,Non-Fiction,Technical,Hard,Yes,Yes,"Associate, Finance & Strategy"
4,0,5,5,No,Yes,Agile Scrum Master Certification Exam Prep (CSM),Digital Marketing Crash Course,4,2,Esotericism,"Mechanical Engineer V, Instrument Design",Remote,Yes,Biography,Management,Hard,No,Yes,CRMA Per Diem PRN
4,3,2,10,No,No,Practice Exam for Scrum.org PSM I Certification,Electrical Circuit Design,3,9,Digital humanities (Humanities computing),CRMA Per Diem PRN,Remote,Yes,Biography,Technical,Hard,No,No,Special Projects Finance Analyst
4,5,10,3,Yes,Yes,Agile Product Owner Level 2 – Certification & Mock Exams,Internet of Things (IoT) Basics,7,7,South African history,Senior Legal Data Intelligence Lead,Remote,Yes,Non-Fiction,Management,Smart,No,Yes,Data Engineer AI/ML (Multi-levels Mid-Sr)
4,1,3,5,No,Yes,Talend Data Integration Certification Preparation training,C++ Data Structures and Algorithms,5,8,Stellar evolution,"Senior Software Engineer, Back End",Remote,Yes,Non-Fiction,Technical,Hard,No,Yes,Senior Director of Finance
7,5,8,9,No,Yes,Prepare for the EMT Certification Test,TensorFlow & Deep Learning,2,6,Neuroeconomics,Occupational Therapy Assistant,Remote,Yes,Self-Help,Technical,Hard,Yes,Yes,REPUBLICAN ARTIFICIAL INTELLIGENCE COUNSEL
2,3,2,6,No,No,Preparing for the SAS® Viya® Programming Certification Exam,Google Cloud Certification Prep,1,2,Comparative literature,AI/ML Software Engineer,Remote,Yes,Fiction,Management,Smart,Yes,Yes,CRMA Per Diem PRN
10,3,4,6,Yes,Yes,Michigan Sport-Related Concussion Training Certification ,Mechanical Engineering Workshop,10,8,Jurisprudence (Philosophy of Law),Contract Financial Analyst  (Healthcare Hospital Required),Remote,Yes,Non-Fiction,Management,Hard,No,No,"Lead, Systems Engineer"
4,2,8,6,Yes,No,Agile Product Owner Level 2 – Certification & Mock Exams,ReactJS & Modern Web Apps,4,9,Terminology science,Travel Nurse RN,Remote,No,Fiction,Technical,Smart,No,Yes,"Associate, Healthcare Practice (Healthcare Services)"
2,3,5,10,No,No,Threat Response,Public Speaking & Communication,1,3,Poetry,"Sr. Manager, Financial Analysis",Remote,No,Biography,Management,Smart,No,No,AI Software Engineer
9,0,2,9,Yes,Yes,Prepare for the Meta Marketing Science Certification Exam,Linux Administration Basics,1,4,Psychophysics,"Staff Software Engineer, iOS App Development",Remote,Yes,Fiction,Management,Smart,Yes,Yes,OR Equipment Tech
5,1,7,8,No,Yes,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Excel for Data Analysis,5,9,Clinical psychology,Information Technology Specialist II,Remote,No,Non-Fiction,Technical,Hard,No,No,Senior Legal Data Intelligence Lead
4,1,7,5,No,Yes,Prepare for the EMT Certification Test,3D Printing & Prototyping,2,6,Bengal studies,Software Engineer--US Citizens/Green Card Only,Remote,No,Non-Fiction,Management,Hard,No,Yes,Endoscopy Tech II
4,0,5,9,Yes,Yes,Preparing for the SAS® Viya® Programming Certification Exam,Blockchain for Beginners,2,8,Legal education,"Staff Software Engineer, iOS App Development",Remote,No,Biography,Technical,Smart,Yes,No,CRMA Per Diem PRN
10,1,4,8,No,Yes,Foundations of SHRM Certification,Java Programming Workshop,8,3,Knowledge organization,Software Engineer [$303k/yr] TS/SCI FS-Poly Jobs,Remote,Yes,Fiction,Management,Hard,No,No,"Technology Jobs in Newark, United States"
9,5,7,1,Yes,Yes,DevOps for Network Automation (NetDevOps),Business Analytics & Excel,10,5,Social stratification,Program Manager _ Healthcare Administration (,Remote,Yes,Self-Help,Technical,Smart,No,Yes,Contract Financial Analyst (Healthcare Hospital Required)
8,4,7,10,No,Yes,Threat Analysis,Linux Administration Basics,10,5,Technological history,Travel Nurse RN,Remote,No,Non-Fiction,Technical,Hard,No,Yes,Respiratory Therapist RT Per Diem PRN
2,4,6,7,No,Yes,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Excel for Data Analysis,1,1,English literature,"AI Engineer, Junior",Remote,No,Biography,Technical,Hard,Yes,No,Provider Informaticist I: Ambulatory
3,5,2,1,Yes,No,Ansible for Network Automation,Personal Branding & Social Media,9,10,Knowledge management,Local Contract Nurse RN,Remote,Yes,Self-Help,Technical,Hard,No,Yes,Medical Assistant (McLean)
7,1,5,7,No,Yes,Data Security,Electrical Circuit Design,1,7,Control systems,Travel NICU Registered Nurse,Remote,Yes,Self-Help,Technical,Smart,Yes,No,"Associate, Healthcare Practice (Healthcare Services)"
3,5,10,1,No,No,Practical SAS Programming and Certification Review,Photography & Video Editing,1,5,Paleoethnobotany,"Tech I, Entertainment",Remote,No,Fiction,Technical,Smart,Yes,Yes,"Vice President, Finance"
3,3,7,9,No,No,Network Security,Graphic Design with Adobe Suite,9,5,Mineral physics,Senior Legal Data Intelligence Lead,Remote,Yes,Biography,Management,Hard,No,No,Certified Medication Aide CMA Per Diem PRN
2,0,8,3,Yes,No,Endpoints and Systems,Penetration Testing & Bug Bounty,3,8,Polymer chemistry,"Tech I, Entertainment",Remote,Yes,Biography,Management,Hard,No,Yes,CRMA Per Diem PRN
7,5,6,1,No,No,AWS Database Specialty Certification,Robotics & Automation,9,1,Spoken word,"AI Engineer, Junior",Remote,Yes,Fiction,Management,Smart,Yes,Yes,Senior Cloud Engineer (SD/TX/DC)
1,3,5,9,No,No,Practice Exam for Certified Scrum Master (CSM) Certification,Big Data & Analytics with Hadoop,4,1,Psephology,"Senior Software Engineer, Back End",Remote,No,Biography,Management,Smart,Yes,No,Local Contract Nurse RN
3,0,4,7,No,Yes,Preparing for and Passing Technical Certifications,Excel for Data Analysis,10,7,Macroeconomics,Finance ERP Solution Architect-Clearance Required,Remote,Yes,Fiction,Technical,Hard,No,No,Special Projects Finance Analyst
10,3,10,7,Yes,No,Lean Management: Just-In-Time Training and Certification,Robotics & Automation,1,3,Critical pedagogy,"Associate, Finance & Strategy",Remote,Yes,Self-Help,Management,Hard,No,Yes,AI/ML Software Engineer
